,route_id,path_type,direction,polyline,Unnamed: 0,path_id,th_name,en_name
412,4-17,main,go,"[(13.574737, 100.439892), (13.574265, 100.439948), (13.57379, 100.440011), (13.573321, 100.440074), (13.57286, 100.440126), (13.57247, 100.440174), (13.571792, 100.440264), (13.571424, 100.440311), (13.571247, 100.440324), (13.571097, 100.440324), (13.571063, 100.440333), (13.571031, 100.440351), (13.570967, 100.440396), (13.570867, 100.440477), (13.570854, 100.440506), (13.570856, 100.440549), (13.570895, 100.44063), (13.570945, 100.440751), (13.570995, 100.440863), (13.57102, 100.440939), (13.571013, 100.441041), (13.571002, 100.44114), (13.570973, 100.441333), (13.570942, 100.441526), (13.57091, 100.441719), (13.570853, 100.442098), (13.570827, 100.442299), (13.570807, 100.44251), (13.570786, 100.442727), (13.570793, 100.4428), (13.570804, 100.442841), (13.570843, 100.442876), (13.570956, 100.442939), (13.571077, 100.442992), (13.571206, 100.443052), (13.571324, 100.443111), (13.571608, 100.44324), (13.571758, 100.443306), (13.571812, 100.443334), (13.571839, 100.443365), (13.571853, 100.443398), (13.571862, 100.443436), (13.571853, 100.443503), (13.571829, 100.443592), (13.571803, 100.443681), (13.571776, 100.443768), (13.571746, 100.443852), (13.571662, 100.444091), (13.571646, 100.444183), (13.571642, 100.444246), (13.571648, 100.444307), (13.571886, 100.445143), (13.571999, 100.445557), (13.572115, 100.445971), (13.572128, 100.44603), (13.572137, 100.446178), (13.572161, 100.44793), (13.572164, 100.448803), (13.572167, 100.449242), (13.572173, 100.449666), (13.572734, 100.449728), (13.572886, 100.449743), (13.573027, 100.44974), (13.573294, 100.449642), (13.574184, 100.449248), (13.574637, 100.449064), (13.574861, 100.448991), (13.57499, 100.448956), (13.575076, 100.448949), (13.575151, 100.448972), (13.575204, 100.449019), (13.575243, 100.449079), (13.575282, 100.44918), (13.575319, 100.449312), (13.575378, 100.449554), (13.575503, 100.450038), (13.57575, 100.450998), (13.576219, 100.452861), (13.576934, 100.452738), (13.577297, 100.452687), (13.577663, 100.452625), (13.57838, 100.452496), (13.578752, 100.452444), (13.579137, 100.452419), (13.579875, 100.452376), (13.580629, 100.452325), (13.581375, 100.452276), (13.581742, 100.452258), (13.581931, 100.45225), (13.582091, 100.452246), (13.58214, 100.452254), (13.582181, 100.452279), (13.582206, 100.45232), (13.582216, 100.452363), (13.582236, 100.454202), (13.582222, 100.455127), (13.582206, 100.455587), (13.582163, 100.456007), (13.581917, 100.457675), (13.581813, 100.45829), (13.581691, 100.458782), (13.581432, 100.459844), (13.580946, 100.461729), (13.580791, 100.462349), (13.580666, 100.462683), (13.580123, 100.463919), (13.579998, 100.464181), (13.579896, 100.464436), (13.579847, 100.464597), (13.579802, 100.464813), (13.579772, 100.465021), (13.579752, 100.46562), (13.57975, 100.465903), (13.579764, 100.466196), (13.579806, 100.46675), (13.579835, 100.467286), (13.579869, 100.468406), (13.579879, 100.468974), (13.57989, 100.469266), (13.579901, 100.469386), (13.579929, 100.469488), (13.579952, 100.469538), (13.57998, 100.469591), (13.580088, 100.469682), (13.580201, 100.469762), (13.580316, 100.469844), (13.580435, 100.469923), (13.580611, 100.470046), (13.580689, 100.470125), (13.580751, 100.470212), (13.580803, 100.470347), (13.580848, 100.470475), (13.580938, 100.470739), (13.581025, 100.471034), (13.581084, 100.47131), (13.581464, 100.472934), (13.581657, 100.473747), (13.581758, 100.474148), (13.581788, 100.474341), (13.581796, 100.474637), (13.581806, 100.47474), (13.581796, 100.475311), (13.581786, 100.475599), (13.581784, 100.475881), (13.581793, 100.476507), (13.581812, 100.477134), (13.581836, 100.478466), (13.581843, 100.479037), (13.581856, 100.479612), (13.581856, 100.47989), (13.581865, 100.479994), (13.581875, 100.480099), (13.581895, 100.480348), (13.581919, 100.4806), (13.581952, 100.480841), (13.581993, 100.481082), (13.582062, 100.481573), (13.582324, 100.483301), (13.582602, 100.484939), (13.582718, 100.485447), (13.58285, 100.485944), (13.583128, 100.486929), (13.583266, 100.487385), (13.583437, 100.487827), (13.583617, 100.488249), (13.583812, 100.48871), (13.585582, 100.492701), (13.586851, 100.49573), (13.588237, 100.498241), (13.588733, 100.499161), (13.589225, 100.50008), (13.589734, 100.501), (13.590292, 100.50192), (13.590483, 100.502238), (13.590674, 100.502552), (13.591064, 100.50318), (13.591186, 100.50337), (13.591308, 100.503564), (13.591563, 100.503934), (13.591737, 100.504173), (13.591914, 100.504405), (13.59198, 100.504491), (13.592032, 100.504588), (13.592099, 100.504791), (13.592138, 100.505211), (13.592243, 100.506045), (13.592339, 100.506899), (13.592385, 100.507318), (13.59242, 100.507536), (13.592449, 100.507635), (13.592519, 100.507677), (13.592605, 100.507694), (13.592952, 100.507645), (13.593526, 100.507531), (13.594597, 100.507332), (13.594815, 100.507283), (13.595191, 100.507176), (13.59536, 100.507141), (13.595551, 100.507077), (13.595721, 100.507018), (13.596241, 100.506827), (13.596758, 100.506664), (13.597042, 100.506621), (13.597318, 100.506604), (13.597551, 100.50663), (13.597936, 100.506634), (13.598306, 100.50664), (13.598956, 100.506668), (13.599615, 100.506689), (13.600272, 100.506717), (13.600934, 100.506748), (13.601253, 100.506754), (13.601397, 100.506746), (13.601475, 100.50673), (13.601577, 100.506727), (13.602859, 100.506726), (13.603502, 100.506736), (13.604148, 100.506759), (13.605447, 100.506817), (13.608038, 100.506938), (13.608823, 100.507831), (13.609658, 100.508794), (13.611279, 100.510686), (13.613049, 100.50948), (13.613306, 100.509529), (13.616612, 100.511577), (13.619161, 100.511387), (13.620773, 100.511147), (13.621518, 100.510846), (13.622118, 100.510354), (13.623581, 100.509211), (13.624099, 100.508551), (13.625623, 100.506747), (13.627779, 100.504844), (13.629417, 100.504279), (13.632891, 100.503111), (13.635698, 100.502169), (13.63878, 100.500834), (13.640962, 100.499935), (13.641063, 100.499928), (13.643527, 100.499096), (13.645106, 100.498685), (13.645711, 100.498448), (13.646382, 100.497364), (13.646598, 100.497045), (13.647183, 100.495701), (13.648121, 100.496148), (13.652008, 100.496736), (13.652503, 100.496756), (13.653037, 100.49694), (13.655024, 100.498221), (13.657489, 100.499601), (13.660081, 100.501322), (13.661253, 100.502001), (13.662446, 100.502607), (13.663866, 100.503215), (13.666119, 100.504013), (13.668383, 100.504743), (13.669707, 100.505216), (13.671009, 100.505706), (13.672921, 100.506452), (13.674655, 100.503697), (13.67561, 100.502247), (13.678928, 100.50323), (13.679574, 100.503251), (13.679918, 100.503154), (13.682048, 100.503925), (13.682436, 100.50051), (13.683351, 100.498153), (13.68529, 100.494326), (13.688484, 100.491072), (13.689857, 100.487958), (13.69036, 100.487426), (13.691705, 100.486985), (13.693553, 100.486548), (13.696266, 100.48631), (13.697375, 100.48627), (13.698294, 100.486598), (13.70087, 100.487552), (13.702748, 100.488292), (13.703077, 100.488203), (13.7058, 100.483687), (13.706437, 100.482601), (13.707479, 100.481318), (13.708354, 100.480552), (13.709474, 100.479815), (13.710095, 100.479614), (13.710848, 100.479186), (13.711786, 100.478882), (13.714849, 100.478268), (13.71491, 100.478177), (13.714904, 100.477993), (13.714229, 100.476707)]",396.0,88,มจธ.บางขุนเทียน-BTSตลาดพลู,
413,4-17,main,back,"[(13.714213, 100.476707), (13.713876, 100.47611), (13.7136, 100.475572), (13.713313, 100.475174), (13.713104, 100.47489), (13.712849, 100.474516), (13.712546, 100.473953), (13.712394, 100.473551), (13.712268, 100.473039), (13.712252, 100.472866), (13.712336, 100.472809), (13.712437, 100.472797), (13.712528, 100.472819), (13.712581, 100.473008), (13.712678, 100.473294), (13.712946, 100.473894), (13.713593, 100.474835), (13.713865, 100.475169), (13.714142, 100.475517), (13.714457, 100.475956), (13.714718, 100.476298), (13.715169, 100.476988), (13.71557, 100.477588), (13.715657, 100.477728), (13.715823, 100.477966), (13.715998, 100.478065), (13.718857, 100.477396), (13.720159, 100.477105), (13.720214, 100.477472), (13.718547, 100.477793), (13.715986, 100.47826), (13.715081, 100.478415), (13.713046, 100.478847), (13.711459, 100.47922), (13.710126, 100.479643), (13.709392, 100.480028), (13.708538, 100.480617), (13.707229, 100.48182), (13.706533, 100.482763), (13.703143, 100.48851), (13.701093, 100.487755), (13.697506, 100.48643), (13.697238, 100.486382), (13.696452, 100.4864), (13.694744, 100.486572), (13.693601, 100.486644), (13.691497, 100.487179), (13.690473, 100.487512), (13.690282, 100.487634), (13.690125, 100.487769), (13.689439, 100.488987), (13.688561, 100.491134), (13.685332, 100.494443), (13.683458, 100.498136), (13.682506, 100.500592), (13.682129, 100.50404), (13.680706, 100.50341), (13.68001, 100.503159), (13.679437, 100.503234), (13.679211, 100.503262), (13.675746, 100.502317), (13.672993, 100.506606), (13.67221, 100.506254), (13.669927, 100.505348), (13.667688, 100.50463), (13.663416, 100.503096), (13.661405, 100.502185), (13.661105, 100.50206), (13.657066, 100.499489), (13.652875, 100.49702), (13.651972, 100.496827), (13.648198, 100.496333), (13.64726, 100.495797), (13.646537, 100.497275), (13.645821, 100.498436), (13.645676, 100.498594), (13.643315, 100.49925), (13.641052, 100.500019), (13.635774, 100.502206), (13.633602, 100.502982), (13.633184, 100.503115), (13.628888, 100.504509), (13.627846, 100.504938), (13.627053, 100.505589), (13.625625, 100.506866), (13.623696, 100.509294), (13.622048, 100.510624), (13.621193, 100.511123), (13.62076, 100.511233), (13.619358, 100.511504), (13.616595, 100.511697), (13.613133, 100.50954), (13.612917, 100.509598), (13.611298, 100.510789), (13.608034, 100.507044), (13.607221, 100.507019), (13.602016, 100.506858), (13.597502, 100.506697), (13.597168, 100.506687), (13.596833, 100.506756), (13.596208, 100.50695), (13.594958, 100.507328), (13.593695, 100.507565), (13.592697, 100.507758), (13.592546, 100.507769), (13.592455, 100.507698), (13.592398, 100.507577), (13.592354, 100.50729), (13.592065, 100.504732), (13.591999, 100.504557), (13.591878, 100.504404), (13.591483, 100.503877), (13.591116, 100.503307), (13.590397, 100.502174), (13.588391, 100.498578), (13.587811, 100.497524), (13.587534, 100.497014), (13.587241, 100.496512), (13.587016, 100.496093), (13.586767, 100.495626), (13.586586, 100.495183), (13.58639, 100.494728), (13.585591, 100.492887), (13.585362, 100.492375), (13.585151, 100.491901), (13.584737, 100.490919), (13.583872, 100.488955), (13.583559, 100.488238), (13.583267, 100.487506), (13.583201, 100.487298), (13.583136, 100.487097), (13.583018, 100.486687), (13.582893, 100.486273), (13.58278, 100.485844), (13.582651, 100.485368), (13.58255, 100.484888), (13.582383, 100.48388), (13.582289, 100.483275), (13.582209, 100.482668), (13.58202, 100.481444), (13.581968, 100.481088), (13.581918, 100.480713), (13.581849, 100.480004), (13.581774, 100.474861), (13.581772, 100.474344), (13.580981, 100.470921), (13.580744, 100.470221), (13.58021, 100.469854), (13.580027, 100.469711), (13.579947, 100.469628), (13.579899, 100.469511), (13.579866, 100.469318), (13.57986, 100.469107), (13.579853, 100.468681), (13.57979, 100.467205), (13.579716, 100.466157), (13.579703, 100.465821), (13.579723, 100.465462), (13.579743, 100.465246), (13.579749, 100.465166), (13.579752, 100.465088), (13.579768, 100.464946), (13.579777, 100.464823), (13.579822, 100.464629), (13.579874, 100.464469), (13.58002, 100.464104), (13.580321, 100.463449), (13.58075, 100.462429), (13.581271, 100.460383), (13.581676, 100.45882), (13.581757, 100.458486), (13.581826, 100.458151), (13.581931, 100.457449), (13.582105, 100.456243), (13.582159, 100.455851), (13.582187, 100.455527), (13.582198, 100.454151), (13.582208, 100.453283), (13.582201, 100.4524), (13.582188, 100.452364), (13.582167, 100.452336), (13.582128, 100.452319), (13.582083, 100.452319), (13.581953, 100.452318), (13.581715, 100.452319), (13.57897, 100.452492), (13.578622, 100.452524), (13.578274, 100.452572), (13.577931, 100.45264), (13.577589, 100.4527), (13.576232, 100.452904), (13.575758, 100.451055), (13.575703, 100.45084), (13.575666, 100.450697), (13.575635, 100.450588), (13.575513, 100.450087), (13.575434, 100.4498), (13.575371, 100.449549), (13.575314, 100.449298), (13.575276, 100.449178), (13.575228, 100.449068), (13.575189, 100.44903), (13.57515, 100.449006), (13.575119, 100.448996), (13.575088, 100.448993), (13.575059, 100.448994), (13.575012, 100.448999), (13.574991, 100.449004), (13.574869, 100.449047), (13.574619, 100.44913), (13.574149, 100.449328), (13.573659, 100.449542), (13.573449, 100.449641), (13.573222, 100.449731), (13.57315, 100.449757), (13.573099, 100.449775), (13.573056, 100.449788), (13.57293, 100.449784), (13.57268, 100.449761), (13.572178, 100.4497), (13.572172, 100.449483), (13.572174, 100.449385), (13.572175, 100.449258), (13.572172, 100.449021), (13.572166, 100.44878), (13.572168, 100.448314), (13.572158, 100.447865), (13.572153, 100.44742), (13.572148, 100.44699), (13.572135, 100.446133), (13.572118, 100.445993), (13.5719, 100.445175), (13.571666, 100.444353), (13.571651, 100.444261), (13.571657, 100.444163), (13.571677, 100.444083), (13.571758, 100.443854), (13.571823, 100.443653), (13.571852, 100.443544), (13.571863, 100.443482), (13.571862, 100.443424), (13.571847, 100.443388), (13.57182, 100.443362), (13.571736, 100.443323), (13.571352, 100.443147), (13.571054, 100.443004), (13.570909, 100.442931), (13.570843, 100.44289), (13.570813, 100.442861), (13.570801, 100.442822), (13.570794, 100.442765), (13.5708, 100.442709), (13.570811, 100.442597), (13.570833, 100.442359), (13.570861, 100.442122), (13.570896, 100.441891), (13.570968, 100.441442), (13.571003, 100.441215), (13.571024, 100.440985), (13.571008, 100.440912), (13.570977, 100.440843), (13.57093, 100.440742), (13.570877, 100.440619), (13.570859, 100.440564), (13.570864, 100.440514), (13.571081, 100.440286), (13.574718, 100.439822)]",397.0,88,BTSตลาดพลู-มจธ.บางขุนเทียน,
414,4-18,main,go,"[(13.547743, 100.262432), (13.548661, 100.267539), (13.549876, 100.273976), (13.551511, 100.273667), (13.554867, 100.273026), (13.555094, 100.272802), (13.555144, 100.272451), (13.555057, 100.271927), (13.555165, 100.271402), (13.555463, 100.270998), (13.555895, 100.270643), (13.556228, 100.270322), (13.556597, 100.270292), (13.556968, 100.270418), (13.558499, 100.271925), (13.561374, 100.275219), (13.566188, 100.280599), (13.57027, 100.288264), (13.580868, 100.308679), (13.581024, 100.308943), (13.584816, 100.316181), (13.586931, 100.321326), (13.587426, 100.322727), (13.587519, 100.322964), (13.590264, 100.330195), (13.593038, 100.337834), (13.593288, 100.340366), (13.592892, 100.353069), (13.592767, 100.357189), (13.593059, 100.359206), (13.594289, 100.361566), (13.611912, 100.378947), (13.629805, 100.396542), (13.639731, 100.406606), (13.6468, 100.416069), (13.656579, 100.429115), (13.664711, 100.442548), (13.677158, 100.463233), (13.679806, 100.46849), (13.683476, 100.483146), (13.684581, 100.486944), (13.685206, 100.487201), (13.685769, 100.487019), (13.688292, 100.483468), (13.689438, 100.48196), (13.690168, 100.481322), (13.69119, 100.481129), (13.69244, 100.481279), (13.698695, 100.483532), (13.708409, 100.486815), (13.716831, 100.48969), (13.721032, 100.491192), (13.725612, 100.492835), (13.726011, 100.492444), (13.726558, 100.49249), (13.726869, 100.492759), (13.726993, 100.493231), (13.726494, 100.493794), (13.73011, 100.508778), (13.72517, 100.509255), (13.721507, 100.508955), (13.72002, 100.508809), (13.718763, 100.508085), (13.719437, 100.505966), (13.720413, 100.505506), (13.720688, 100.502458)]",398.0,105,สมุทรสาคร-พระราม2-คลองสาน,
415,4-18,main,back,"[(13.721178, 100.502474), (13.721042, 100.505376), (13.721646, 100.505891), (13.721959, 100.506449), (13.721542, 100.50883), (13.724356, 100.50911), (13.726858, 100.508981), (13.729943, 100.508637), (13.72641, 100.49381), (13.725711, 100.493638), (13.725565, 100.492973), (13.72025, 100.491064), (13.700988, 100.484605), (13.693566, 100.48203), (13.69144, 100.481515), (13.690272, 100.481558), (13.68554, 100.487673), (13.684987, 100.48762), (13.684164, 100.487083), (13.682934, 100.482781), (13.67989, 100.470915), (13.679139, 100.468254), (13.676846, 100.463812), (13.660353, 100.436518), (13.656109, 100.429602), (13.653368, 100.425725), (13.640816, 100.409117), (13.638897, 100.406499), (13.629576, 100.397208), (13.608617, 100.376544), (13.59773, 100.365772), (13.594894, 100.362983), (13.593601, 100.361481), (13.592475, 100.359206), (13.592266, 100.357189), (13.592767, 100.341504), (13.592683, 100.338864), (13.591703, 100.335753), (13.586728, 100.32262), (13.584892, 100.317253), (13.565695, 100.280678), (13.558527, 100.272565), (13.557777, 100.272516), (13.549715, 100.274212), (13.547582, 100.262448)]",399.0,105,คลองสาน-พระราม2-สมุทรสาคร,
416,4-19,main,go,"[(13.715192, 100.478345), (13.712232, 100.479042), (13.710126, 100.479643), (13.70875, 100.48048), (13.707479, 100.481579), (13.706233, 100.483173), (13.70481, 100.485694), (13.703187, 100.488491), (13.706916, 100.491209), (13.710596, 100.497774), (13.712545, 100.502066), (13.716588, 100.50702), (13.720291, 100.508705), (13.721368, 100.508845), (13.721837, 100.506442), (13.721728, 100.506238), (13.721536, 100.506163), (13.721266, 100.506014), (13.720935, 100.506271), (13.718141, 100.516968), (13.718162, 100.517612), (13.718339, 100.51832), (13.71861, 100.518932), (13.722639, 100.517928), (13.722123, 100.516684), (13.723718, 100.516464), (13.730857, 100.515595), (13.731576, 100.515434), (13.731754, 100.515306), (13.731939, 100.514932), (13.732126, 100.514826), (13.733569, 100.514396), (13.736217, 100.513535), (13.736933, 100.515557), (13.736967, 100.515976), (13.737273, 100.515976), (13.737605, 100.516035), (13.737686, 100.516437), (13.737918, 100.516529), (13.733119, 100.528244), (13.733374, 100.528749), (13.740977, 100.529939), (13.752211, 100.531506), (13.753409, 100.531839), (13.759527, 100.535283), (13.764034, 100.537739), (13.764529, 100.53779), (13.764815, 100.537691), (13.765264, 100.537396), (13.769114, 100.528738), (13.777783, 100.509276), (13.782097, 100.499641), (13.784416, 100.494532), (13.781175, 100.489368), (13.779953, 100.487695), (13.777429, 100.485608), (13.766571, 100.476338), (13.759191, 100.470081), (13.757946, 100.469391), (13.755561, 100.469475), (13.742165, 100.470679), (13.738392, 100.471188), (13.735076, 100.471376), (13.733075, 100.472363), (13.725135, 100.476381), (13.723509, 100.476746), (13.716867, 100.477797), (13.715422, 100.478065)]",400.0,108L,วงกลมBRTราชพฤกษ์-อนุสาวรีย์ชัยฯ,
417,4-19,main,back,"[(13.715508, 100.478157), (13.71606, 100.478066), (13.720625, 100.47703), (13.725125, 100.476129), (13.727712, 100.474906), (13.735133, 100.471108), (13.736196, 100.47085), (13.749702, 100.469756), (13.757982, 100.469161), (13.759082, 100.469638), (13.768908, 100.478023), (13.780152, 100.48748), (13.780592, 100.488065), (13.78159, 100.489411), (13.784757, 100.494572), (13.769106, 100.529366), (13.765178, 100.537884), (13.765389, 100.538026), (13.765516, 100.538307), (13.765498, 100.538552), (13.765334, 100.538796), (13.764941, 100.538807), (13.764631, 100.538689), (13.76438, 100.538362), (13.763969, 100.537841), (13.757664, 100.53429), (13.753412, 100.531951), (13.752391, 100.531704), (13.745669, 100.530728), (13.736863, 100.52943), (13.733028, 100.528861), (13.732788, 100.528641), (13.735842, 100.52104), (13.737686, 100.516437), (13.737457, 100.515986), (13.736321, 100.515976), (13.735112, 100.516142), (13.733778, 100.516019), (13.731725, 100.515429), (13.730141, 100.515676), (13.73061, 100.518218), (13.725982, 100.518894), (13.72321, 100.51928), (13.718645, 100.519903), (13.71803, 100.517918), (13.717978, 100.516909), (13.720041, 100.508573), (13.720427, 100.506557), (13.720404, 100.506291), (13.720255, 100.506047), (13.719979, 100.505934), (13.719604, 100.506012), (13.719395, 100.506175), (13.718874, 100.508221), (13.716612, 100.507138), (13.712378, 100.502152), (13.710221, 100.4974), (13.706729, 100.491308), (13.702937, 100.488462), (13.704689, 100.485591), (13.705269, 100.484522), (13.706346, 100.482631), (13.707435, 100.481381), (13.708474, 100.480493), (13.709243, 100.479906), (13.710343, 100.479391), (13.712349, 100.47879), (13.715351, 100.478216)]",401.0,108R,วงกลมBRTราชพฤกษ์-อนุสาวรีย์ชัยฯ,
418,4-2L,main,go,"[(13.71522, 100.47846), (13.715044, 100.478412), (13.713131, 100.47876), (13.711401, 100.479222), (13.710181, 100.479576), (13.708805, 100.480413), (13.707888, 100.481078), (13.706887, 100.482194), (13.706116, 100.483417), (13.704021, 100.486914), (13.699383, 100.494618), (13.698601, 100.495841), (13.697412, 100.496967), (13.697454, 100.497321), (13.700613, 100.50084), (13.70991, 100.511033), (13.710348, 100.511526), (13.712578, 100.512481), (13.718134, 100.514895), (13.722126, 100.516547), (13.722345, 100.516805), (13.725284, 100.525002), (13.729494, 100.536406), (13.733007, 100.537941), (13.735195, 100.538713), (13.74445, 100.540151), (13.745013, 100.536825), (13.74791, 100.520517), (13.748347, 100.518704), (13.749077, 100.516622), (13.751537, 100.516998), (13.754069, 100.517073), (13.75533, 100.51673), (13.756549, 100.515968), (13.756403, 100.509799), (13.756289, 100.506033), (13.755903, 100.505615), (13.755882, 100.504853), (13.756476, 100.502192), (13.75632, 100.501935), (13.756247, 100.501699), (13.756528, 100.501484), (13.756726, 100.50099), (13.757185, 100.498931), (13.759487, 100.499211), (13.759827, 100.499089), (13.75982, 100.498963), (13.759946, 100.498888), (13.761145, 100.499649), (13.76376, 100.495755), (13.760592, 100.491721), (13.760394, 100.491785), (13.758018, 100.493888), (13.757841, 100.493824), (13.757862, 100.493352), (13.757643, 100.492906), (13.757245, 100.492617), (13.755413, 100.492128), (13.753319, 100.491581), (13.752935, 100.491715), (13.752516, 100.492118), (13.752464, 100.492665), (13.752443, 100.493609), (13.75101, 100.493743), (13.74742, 100.494263), (13.747357, 100.495175), (13.747285, 100.496431), (13.746722, 100.496404), (13.745367, 100.496484), (13.745096, 100.49937), (13.741938, 100.498501), (13.741041, 100.49881), (13.740263, 100.498544), (13.739948, 100.498888), (13.739677, 100.49973), (13.739729, 100.500003), (13.740208, 100.500261), (13.740419, 100.500215), (13.740432, 100.499861), (13.738145, 100.497997), (13.736759, 100.496962), (13.734747, 100.496098), (13.727066, 100.493437), (13.726389, 100.493802), (13.726003, 100.49377), (13.725617, 100.493341), (13.725451, 100.492944), (13.720406, 100.49112), (13.719478, 100.487816), (13.718686, 100.484962), (13.717519, 100.482623), (13.716227, 100.480198), (13.715453, 100.478854), (13.715268, 100.478484)]",402.0,15L,วงกลมBRTราชพฤกษ์-สยาม,
419,4-2R,main,back,"[(13.71544, 100.478237), (13.71581, 100.478511), (13.7173, 100.481075), (13.718728, 100.483768), (13.719406, 100.485882), (13.720031, 100.488156), (13.721032, 100.491192), (13.725524, 100.492759), (13.726165, 100.492442), (13.726514, 100.492448), (13.726938, 100.492967), (13.727268, 100.493365), (13.734695, 100.495956), (13.737436, 100.496964), (13.740417, 100.49801), (13.740604, 100.497807), (13.740886, 100.497726), (13.741584, 100.497919), (13.741959, 100.498509), (13.744335, 100.499228), (13.747076, 100.499754), (13.747308, 100.49643), (13.747357, 100.495731), (13.74742, 100.494263), (13.751031, 100.493751), (13.752485, 100.49352), (13.752329, 100.489476), (13.75631, 100.489637), (13.755434, 100.492136), (13.757873, 100.492759), (13.758847, 100.493054), (13.760488, 100.491471), (13.763781, 100.495763), (13.762166, 100.498252), (13.759186, 100.495184), (13.758738, 100.494958), (13.758164, 100.494937), (13.757789, 100.495559), (13.757935, 100.496042), (13.757831, 100.496964), (13.756883, 100.501438), (13.757018, 100.501792), (13.756966, 100.502114), (13.756716, 100.502286), (13.756226, 100.504528), (13.756153, 100.50514), (13.756216, 100.505569), (13.756414, 100.505955), (13.756388, 100.50639), (13.756461, 100.509753), (13.756643, 100.51604), (13.755476, 100.516748), (13.754778, 100.517006), (13.754111, 100.517145), (13.753246, 100.517145), (13.752141, 100.51707), (13.751297, 100.517092), (13.750119, 100.516942), (13.749119, 100.516759), (13.748327, 100.518959), (13.744552, 100.540204), (13.734997, 100.538839), (13.72962, 100.536736), (13.729432, 100.536511), (13.722136, 100.516652), (13.71016, 100.511481), (13.697006, 100.496868), (13.699049, 100.495098), (13.702927, 100.488489), (13.704772, 100.485613), (13.705991, 100.483382), (13.706846, 100.48203), (13.708055, 100.480764), (13.709243, 100.479906), (13.710577, 100.479219), (13.711995, 100.47879), (13.713329, 100.47864), (13.714872, 100.478296), (13.715382, 100.478187)]",403.0,15R,วงกลมBRTราชพฤกษ์-สยาม,
420,4-20L,main,go,"[(13.70644, 100.490978), (13.706794, 100.491375), (13.709379, 100.495849), (13.710943, 100.498456), (13.711398, 100.49959), (13.71225, 100.501626), (13.712641, 100.502449), (13.716706, 100.507157), (13.71925, 100.50838), (13.720088, 100.508694), (13.720875, 100.508825), (13.72517, 100.509131), (13.728609, 100.508788), (13.729943, 100.508637), (13.728192, 100.501471), (13.726327, 100.493789), (13.725795, 100.49366), (13.725545, 100.493231), (13.725618, 100.492813), (13.725868, 100.492405), (13.726254, 100.492298), (13.727139, 100.487104), (13.726056, 100.486911), (13.725472, 100.486687), (13.722845, 100.483994), (13.722481, 100.48336), (13.721272, 100.478832), (13.720396, 100.475914), (13.719416, 100.472567), (13.714476, 100.47203), (13.712553, 100.471157), (13.708816, 100.469617), (13.707284, 100.468898), (13.704011, 100.467556), (13.703135, 100.46717), (13.702708, 100.467375), (13.702413, 100.468158), (13.702107, 100.468442), (13.701861, 100.468519), (13.699508, 100.467438), (13.699063, 100.46729), (13.699029, 100.469241), (13.698779, 100.470272), (13.695172, 100.478168), (13.693963, 100.4807), (13.693963, 100.481816), (13.697298, 100.483103), (13.704689, 100.485591), (13.704788, 100.485665), (13.703221, 100.488327), (13.703151, 100.488476), (13.703334, 100.488639), (13.706325, 100.490903)]",404.0,111L,วงกลมเจริญนคร-ตลาดพลู,
421,4-20R,main,back,"[(13.706319, 100.491026), (13.703453, 100.488789), (13.702937, 100.488462), (13.704438, 100.48601), (13.70436, 100.485597), (13.701796, 100.484734), (13.697324, 100.483285), (13.693897, 100.482117), (13.693942, 100.48086), (13.695609, 100.477287), (13.69858, 100.470904), (13.698934, 100.469895), (13.699028, 100.469434), (13.699018, 100.467385), (13.699268, 100.467438), (13.70177, 100.468608), (13.702041, 100.468608), (13.702353, 100.468361), (13.702729, 100.467492), (13.702854, 100.467245), (13.703094, 100.467116), (13.703448, 100.467229), (13.708993, 100.469574), (13.714541, 100.471971), (13.714983, 100.472028), (13.71842, 100.472435), (13.719554, 100.472567), (13.719624, 100.472749), (13.722136, 100.481547), (13.722657, 100.483542), (13.72298, 100.484058), (13.723247, 100.484337), (13.725607, 100.486638), (13.725982, 100.486841), (13.726493, 100.487018), (13.727389, 100.487159), (13.726514, 100.49263), (13.726795, 100.492844), (13.726941, 100.493198), (13.726993, 100.493413), (13.726858, 100.493681), (13.726774, 100.493735), (13.726524, 100.493906), (13.72667, 100.494378), (13.728108, 100.500633), (13.729974, 100.50824), (13.730041, 100.508725), (13.727051, 100.509072), (13.725023, 100.509233), (13.720375, 100.508895), (13.720051, 100.508833), (13.716914, 100.507323), (13.716612, 100.507138), (13.712685, 100.502699), (13.712401, 100.50235), (13.711116, 100.499115), (13.71081, 100.498315), (13.708435, 100.494362), (13.70676, 100.49142), (13.706348, 100.49104)]",405.0,111R,วงกลมเจริญนคร-ตลาดพลู,
