,route_id,path_type,direction,polyline,Unnamed: 0,path_id,th_name,en_name
99,1-47,main,back,"[(13.71582, 100.819097), (13.716429, 100.817467), (13.716855, 100.816359), (13.718249, 100.812585), (13.721626, 100.80323), (13.723575, 100.797844), (13.723439, 100.797662), (13.720458, 100.796739), (13.719795, 100.796503), (13.719802, 100.796138), (13.721928, 100.789754), (13.721772, 100.780807), (13.721784, 100.78024), (13.721985, 100.7802), (13.72481, 100.780147), (13.724648, 100.778146), (13.729067, 100.77791), (13.729797, 100.778339), (13.730547, 100.779304), (13.730651, 100.781107), (13.730516, 100.783242), (13.730818, 100.783896), (13.731725, 100.783993), (13.732236, 100.784186), (13.738239, 100.789754), (13.739343, 100.790698), (13.74989, 100.793853), (13.750401, 100.794121), (13.75064, 100.792737), (13.75237, 100.778189), (13.754475, 100.760379), (13.755726, 100.74935), (13.755955, 100.747075), (13.755934, 100.746281), (13.767439, 100.746131), (13.784903, 100.746174), (13.794323, 100.745916), (13.795427, 100.745809), (13.803721, 100.74141), (13.811847, 100.737011), (13.812077, 100.736518), (13.811858, 100.736078), (13.809003, 100.730714), (13.807461, 100.728031), (13.806898, 100.727409), (13.804471, 100.725317), (13.804137, 100.724824), (13.801481, 100.719599), (13.796865, 100.710361), (13.788029, 100.693753), (13.782319, 100.683389), (13.780444, 100.679956), (13.773962, 100.668197), (13.772212, 100.665171), (13.768116, 100.658691), (13.76671, 100.656406), (13.765074, 100.653584), (13.764021, 100.651481), (13.763604, 100.650591), (13.76324, 100.6497), (13.763021, 100.648692), (13.762573, 100.645634), (13.763844, 100.645495), (13.765942, 100.645274), (13.766189, 100.645366), (13.766459, 100.647715), (13.766647, 100.647737), (13.769711, 100.647372), (13.772159, 100.647125), (13.772556, 100.647061), (13.773014, 100.646717), (13.774702, 100.645409), (13.775192, 100.645183), (13.778026, 100.644475), (13.779006, 100.644218), (13.779391, 100.644261), (13.780391, 100.644979), (13.78061, 100.644808), (13.780548, 100.644582), (13.779995, 100.642726), (13.779704, 100.642136), (13.779266, 100.641578), (13.778823, 100.640983), (13.77862, 100.640945), (13.777224, 100.641053), (13.775306, 100.641289)]",83.0,143,ประชาพัฒนา-มีนบุรี,
100,1-48L,main,go,"[(13.69465, 100.647544), (13.691513, 100.647222), (13.688302, 100.646975), (13.682016, 100.646481), (13.67818, 100.646192), (13.677909, 100.646363), (13.677867, 100.647125), (13.677607, 100.651621), (13.67719, 100.65544), (13.676752, 100.660826), (13.676658, 100.661652), (13.67671, 100.662028), (13.676887, 100.662285), (13.679118, 100.663605), (13.684998, 100.666931), (13.693097, 100.671576), (13.699529, 100.675267), (13.700164, 100.67561), (13.69982, 100.676705), (13.699727, 100.677649), (13.699904, 100.683893), (13.699956, 100.684655), (13.700196, 100.685245), (13.702583, 100.689654), (13.702895, 100.68988), (13.705741, 100.691092), (13.713694, 100.694804), (13.714528, 100.695233), (13.715674, 100.696124), (13.717967, 100.697819), (13.718342, 100.697873), (13.721261, 100.697733), (13.720979, 100.691907), (13.720406, 100.680986), (13.720375, 100.680159), (13.720312, 100.67929), (13.719499, 100.674269), (13.719207, 100.672295), (13.717936, 100.66383), (13.717785, 100.662972), (13.717644, 100.662639), (13.717331, 100.662312), (13.716815, 100.662248), (13.716435, 100.662108), (13.716164, 100.661808), (13.715971, 100.661389), (13.715971, 100.66111), (13.716065, 100.660724), (13.716352, 100.660413), (13.716826, 100.660247), (13.718025, 100.66008), (13.720938, 100.659163), (13.723158, 100.65839), (13.727389, 100.656749), (13.727962, 100.656416), (13.728838, 100.655912), (13.729255, 100.655601), (13.730047, 100.653938), (13.731371, 100.651106), (13.73407, 100.645484), (13.734508, 100.644507), (13.734706, 100.643671), (13.734747, 100.643005), (13.735404, 100.641364), (13.735279, 100.64116), (13.731756, 100.641353), (13.726482, 100.641772), (13.724242, 100.641965), (13.720594, 100.642201), (13.719624, 100.642286), (13.717217, 100.642823), (13.712089, 100.644014), (13.70596, 100.645441), (13.700759, 100.646621), (13.697048, 100.64749), (13.696162, 100.647576), (13.694807, 100.647544)]",84.0,,วงกลมศรีนครินทร์-ประเวศ,
101,1-48R,main,back,"[(13.694869, 100.647275), (13.696057, 100.647372), (13.696901, 100.647295), (13.697235, 100.647265), (13.698517, 100.646986), (13.701447, 100.646267), (13.709368, 100.644464), (13.714069, 100.643327), (13.718395, 100.642319), (13.719979, 100.642093), (13.729474, 100.641353), (13.735227, 100.640967), (13.735727, 100.640913), (13.73507, 100.642716), (13.734904, 100.643552), (13.734706, 100.644346), (13.733841, 100.64631), (13.729974, 100.65441), (13.72939, 100.655644), (13.72913, 100.655934), (13.727827, 100.656717), (13.727202, 100.656996), (13.719947, 100.659764), (13.718301, 100.660397), (13.717853, 100.660622), (13.71765, 100.661199), (13.717634, 100.661244), (13.717727, 100.662017), (13.719843, 100.675331), (13.720437, 100.67943), (13.72049, 100.680438), (13.721063, 100.691092), (13.721459, 100.697894), (13.719041, 100.69798), (13.718363, 100.698034), (13.718082, 100.698001), (13.717623, 100.697755), (13.715049, 100.695813), (13.714132, 100.695158), (13.710869, 100.693581), (13.704897, 100.690824), (13.703114, 100.690083), (13.702729, 100.689901), (13.702447, 100.689708), (13.702072, 100.688968), (13.700081, 100.685266), (13.699852, 100.684687), (13.69981, 100.684011), (13.699633, 100.678175), (13.699581, 100.677338), (13.699539, 100.676318), (13.699466, 100.675632), (13.699153, 100.675235), (13.694077, 100.672231), (13.68826, 100.668916), (13.6848, 100.666941), (13.682089, 100.665386), (13.67794, 100.663047), (13.67695, 100.66251), (13.676731, 100.662285), (13.676595, 100.662017), (13.676606, 100.661212), (13.676835, 100.658154), (13.677044, 100.655419), (13.677346, 100.653144), (13.677617, 100.649668), (13.677711, 100.645891), (13.680077, 100.646095), (13.686415, 100.646632), (13.69218, 100.647104), (13.694671, 100.647297)]",85.0,,วงกลมศรีนครินทร์-ประเวศ,
102,1-49,main,go,"[(13.729567, 100.778173), (13.72865, 100.777974), (13.726915, 100.778124), (13.724841, 100.778173), (13.72481, 100.780147), (13.722433, 100.780216), (13.721777, 100.769713), (13.721626, 100.763222), (13.721631, 100.760422), (13.721448, 100.758013), (13.721626, 100.756409), (13.721636, 100.75524), (13.722209, 100.753641), (13.722887, 100.751935), (13.723001, 100.751431), (13.722782, 100.750728), (13.722668, 100.749478), (13.722433, 100.747488), (13.722699, 100.746356), (13.727728, 100.746377), (13.729959, 100.746431), (13.730553, 100.746281), (13.730719, 100.745787), (13.730636, 100.741785), (13.730657, 100.74148), (13.730933, 100.739763), (13.731089, 100.738637), (13.731131, 100.734957), (13.731089, 100.732929), (13.731131, 100.731899), (13.730969, 100.726283), (13.730912, 100.723059), (13.731123, 100.719864), (13.731459, 100.718848), (13.731485, 100.71749), (13.731506, 100.716316), (13.736461, 100.716047), (13.738264, 100.716122), (13.74112, 100.716326), (13.744362, 100.716401), (13.745972, 100.716482), (13.747386, 100.716506), (13.749417, 100.716808), (13.749906, 100.71691), (13.750614, 100.717292), (13.750961, 100.7175), (13.752885, 100.719336), (13.754503, 100.721129), (13.754548, 100.721645), (13.754994, 100.728301), (13.757831, 100.728235), (13.759066, 100.72827), (13.760154, 100.728263), (13.760596, 100.728265), (13.760809, 100.728314), (13.760967, 100.728409), (13.762163, 100.729292), (13.762775, 100.728443), (13.764515, 100.725866), (13.76478, 100.725261), (13.765098, 100.724211), (13.765321, 100.723655), (13.766424, 100.721868), (13.767926, 100.719057), (13.769918, 100.714996), (13.770285, 100.714036), (13.770571, 100.712984), (13.771438, 100.708655), (13.771608, 100.707757), (13.771763, 100.707486), (13.774545, 100.707497), (13.774567, 100.706037), (13.778, 100.705565), (13.778917, 100.705458), (13.782512, 100.706026), (13.783835, 100.70579), (13.792598, 100.702089), (13.786232, 100.690545), (13.779397, 100.678056), (13.767351, 100.657435), (13.764287, 100.652007), (13.76313, 100.649217), (13.762651, 100.646149), (13.762609, 100.645483), (13.764026, 100.645441), (13.765923, 100.645237), (13.766194, 100.64529), (13.766423, 100.64779), (13.768955, 100.647404), (13.772279, 100.647103), (13.772988, 100.646696), (13.774916, 100.645258), (13.779084, 100.644142), (13.779793, 100.644486), (13.780345, 100.644936), (13.780605, 100.644657), (13.779824, 100.642404), (13.778818, 100.640972), (13.778615, 100.640934), (13.771644, 100.641643)]",86.0,152,ลาดกระบัง-แฮปปี้แลนด์,
103,1-49,main,back,"[(13.771649, 100.641654), (13.767866, 100.642018), (13.766553, 100.644486), (13.766168, 100.645473), (13.762833, 100.645709), (13.762968, 100.646964), (13.763219, 100.648756), (13.763542, 100.649893), (13.764334, 100.651867), (13.769544, 100.660751), (13.77663, 100.672703), (13.787133, 100.6918), (13.79278, 100.702089), (13.791134, 100.702819), (13.785424, 100.705265), (13.783955, 100.705866), (13.783267, 100.705984), (13.782517, 100.706037), (13.778297, 100.705565), (13.775859, 100.705941), (13.774629, 100.706091), (13.774603, 100.707561), (13.771774, 100.70755), (13.77154, 100.708488), (13.770597, 100.713258), (13.77018, 100.714631), (13.76772, 100.71952), (13.76637, 100.722029), (13.765366, 100.72367), (13.765198, 100.724083), (13.764988, 100.724812), (13.764729, 100.725566), (13.764422, 100.726126), (13.763554, 100.727419), (13.762172, 100.729363), (13.76176, 100.729072), (13.761257, 100.728686), (13.76085, 100.728363), (13.760511, 100.728308), (13.759309, 100.728321), (13.757763, 100.728286), (13.754837, 100.728366), (13.754408, 100.721367), (13.754356, 100.721055), (13.753624, 100.720216), (13.752804, 100.719341), (13.751586, 100.718151), (13.75099, 100.717619), (13.75064, 100.717367), (13.750194, 100.717112), (13.749763, 100.716936), (13.746997, 100.716578), (13.741487, 100.716398), (13.737784, 100.716148), (13.736536, 100.716119), (13.731443, 100.71638), (13.729995, 100.729684), (13.729693, 100.732913), (13.72963, 100.735145), (13.729734, 100.739608), (13.729932, 100.740402), (13.730516, 100.741475), (13.730714, 100.741807), (13.730818, 100.746571), (13.728035, 100.746866), (13.722647, 100.746785), (13.72271, 100.748663), (13.722876, 100.749929), (13.723137, 100.750991), (13.723179, 100.751313), (13.722887, 100.751935), (13.72248, 100.752761), (13.722209, 100.753641), (13.721646, 100.755604), (13.721772, 100.764037), (13.721907, 100.775496), (13.721985, 100.7802), (13.72481, 100.780147), (13.724841, 100.778173), (13.724971, 100.778081), (13.728869, 100.777931), (13.729359, 100.778038), (13.729526, 100.778151)]",87.0,152,แฮปปี้แลนด์-ลาดกระบัง,
104,1-5,main,go,"[(13.984805, 100.603942), (13.986179, 100.603727), (13.986351, 100.603717), (13.986574, 100.60369), (13.98683, 100.605331), (13.986824, 100.606034), (13.988251, 100.613426), (13.988656, 100.615786), (13.987272, 100.616012), (13.972572, 100.618608), (13.960265, 100.620797), (13.955746, 100.621526), (13.942689, 100.623801), (13.92934, 100.62629), (13.926486, 100.626633), (13.925653, 100.626419), (13.915906, 100.620646), (13.902222, 100.612578), (13.886912, 100.603545), (13.870226, 100.593631), (13.853685, 100.583932), (13.832538, 100.571466), (13.816432, 100.562067), (13.812493, 100.559728), (13.812056, 100.559696), (13.811597, 100.55975), (13.811441, 100.559514), (13.811254, 100.55902), (13.810889, 100.558709), (13.798449, 100.55151), (13.797407, 100.551124), (13.795615, 100.550501), (13.786362, 100.547154), (13.775463, 100.543184), (13.770023, 100.541274), (13.768658, 100.54047), (13.765584, 100.538786), (13.765084, 100.538742), (13.764438, 100.538614), (13.764229, 100.53812), (13.764469, 100.537798), (13.765178, 100.537884), (13.765397, 100.538067)]",88.0,39,รังสิต-อนุสาวรีย์ชัยฯ,
105,1-5,main,back,"[(13.765438, 100.538185), (13.765595, 100.538421), (13.766428, 100.539097), (13.770211, 100.541103), (13.775338, 100.542948), (13.786091, 100.546811), (13.796344, 100.550566), (13.797136, 100.550673), (13.799116, 100.551553), (13.804429, 100.554616), (13.815806, 100.561466), (13.832184, 100.571101), (13.850935, 100.582108), (13.879871, 100.599146), (13.896202, 100.608866), (13.917343, 100.621204), (13.925247, 100.625904), (13.925966, 100.626333), (13.92657, 100.626354), (13.928277, 100.626183), (13.945563, 100.623114), (13.954445, 100.621451), (13.955392, 100.621183), (13.955569, 100.620738), (13.955933, 100.620244), (13.956163, 100.619944), (13.956517, 100.619837), (13.956975, 100.620142), (13.957318, 100.620781), (13.957808, 100.6207), (13.973009, 100.617943), (13.987897, 100.615438), (13.988073, 100.615095), (13.988146, 100.614472), (13.986179, 100.603727), (13.984805, 100.603942)]",89.0,39,อนุสาวรีย์ชัยฯ-รังสิต,
106,1-50,main,go,"[(13.762229, 100.729319), (13.766256, 100.732307), (13.773316, 100.732366), (13.774066, 100.746276), (13.781694, 100.746324), (13.795031, 100.746034), (13.797761, 100.744693), (13.811847, 100.737011), (13.812056, 100.736389), (13.80768, 100.728385), (13.807055, 100.727463), (13.804648, 100.725467), (13.804054, 100.724706), (13.79922, 100.71506), (13.793114, 100.703087), (13.781611, 100.682252), (13.774442, 100.669162), (13.772587, 100.665836), (13.767918, 100.658412), (13.764657, 100.652715), (13.764104, 100.651567), (13.763688, 100.65073), (13.763187, 100.649507), (13.762833, 100.648177), (13.762229, 100.642705), (13.760624, 100.628157), (13.759582, 100.61938), (13.759332, 100.617954), (13.758519, 100.616816), (13.747243, 100.605476), (13.74718, 100.605176), (13.748994, 100.599983), (13.753579, 100.586186), (13.754809, 100.580242), (13.755101, 100.575972), (13.756226, 100.561552), (13.756445, 100.559106), (13.756685, 100.558333), (13.757591, 100.557282), (13.759446, 100.556359), (13.76027, 100.555168), (13.763458, 100.548634), (13.763813, 100.547583), (13.762698, 100.543431), (13.762687, 100.542734), (13.763114, 100.542047), (13.764584, 100.538748), (13.764229, 100.53812), (13.764469, 100.537798), (13.765261, 100.53797), (13.765563, 100.538506), (13.765334, 100.538796)]",90.0,168,เคหะร่มเกล้า-อนุสาวรีย์ชัยฯ,
107,1-50,main,back,"[(13.765199, 100.538818), (13.764563, 100.539236), (13.763281, 100.54224), (13.762958, 100.54282), (13.762844, 100.543238), (13.764063, 100.547583), (13.76351, 100.549021), (13.759988, 100.556177), (13.759644, 100.556531), (13.757862, 100.557314), (13.757456, 100.557615), (13.757008, 100.558183), (13.756695, 100.559031), (13.756205, 100.564889), (13.755205, 100.578847), (13.754809, 100.581615), (13.75475, 100.58255), (13.754027, 100.586057), (13.750515, 100.596399), (13.74742, 100.605395), (13.748014, 100.606098), (13.758248, 100.616312), (13.759165, 100.61732), (13.759561, 100.618222), (13.759738, 100.619144), (13.761666, 100.635731), (13.762979, 100.64676), (13.763166, 100.648606), (13.763542, 100.649893), (13.764688, 100.652425), (13.767064, 100.656803), (13.772139, 100.664838), (13.77663, 100.672703), (13.786883, 100.691478), (13.793448, 100.703387), (13.799553, 100.715125), (13.803262, 100.722935), (13.804523, 100.725113), (13.805138, 100.725703), (13.807305, 100.727356), (13.808388, 100.729072), (13.812556, 100.736797), (13.806471, 100.74008), (13.797396, 100.745026), (13.795865, 100.745874), (13.795281, 100.746067), (13.79475, 100.746195), (13.792916, 100.746185), (13.78159, 100.746496), (13.774077, 100.746378), (13.773712, 100.74023), (13.7734, 100.735788), (13.773243, 100.732409), (13.766282, 100.732387), (13.762291, 100.729544)]",91.0,168,อนุสาวรีย์ชัยฯ-เคหะร่มเกล้า,
108,1-51,main,go,"[(13.949332, 100.622578), (13.93942, 100.624402), (13.930922, 100.625946), (13.927007, 100.626612), (13.92607, 100.626612), (13.923362, 100.625131), (13.919447, 100.632212), (13.922717, 100.634047), (13.922425, 100.634658), (13.921342, 100.658369), (13.921165, 100.662714), (13.921404, 100.674548), (13.921863, 100.697551), (13.922154, 100.708516), (13.922071, 100.709803), (13.921009, 100.712378), (13.916416, 100.719641), (13.915896, 100.720371), (13.914844, 100.721101), (13.91349, 100.721669), (13.912199, 100.721734), (13.906992, 100.721819), (13.899743, 100.721991), (13.891213, 100.722152), (13.883579, 100.722281), (13.877215, 100.722431), (13.870955, 100.722549), (13.864112, 100.722667), (13.86333, 100.722667), (13.86207, 100.722528), (13.859184, 100.72227), (13.84981, 100.721498), (13.83933, 100.719889), (13.827204, 100.720355), (13.820109, 100.720908), (13.816765, 100.722184), (13.816504, 100.721906), (13.813014, 100.718247), (13.812795, 100.7183), (13.812712, 100.718783), (13.81254, 100.7286)]",92.0,209,แยกลำลูกกา-มีนบุรี,
109,1-51,main,back,"[(13.812384, 100.728643), (13.812636, 100.718038), (13.813014, 100.718247), (13.816504, 100.721906), (13.819317, 100.72065), (13.822912, 100.720242), (13.83933, 100.719889), (13.852862, 100.721551), (13.858966, 100.722066), (13.863403, 100.722506), (13.866205, 100.722506), (13.871913, 100.722388), (13.878006, 100.722292), (13.878329, 100.722324), (13.884266, 100.722206), (13.889505, 100.72212), (13.895712, 100.72198), (13.901451, 100.721862), (13.906773, 100.721755), (13.912532, 100.721669), (13.913157, 100.721583), (13.913969, 100.72139), (13.914563, 100.72109), (13.915292, 100.720757), (13.916083, 100.719963), (13.916854, 100.718848), (13.919967, 100.713741), (13.921498, 100.711016), (13.921831, 100.71005), (13.92204, 100.70888), (13.921967, 100.707647), (13.921821, 100.700533), (13.921571, 100.689976), (13.921425, 100.683507), (13.921217, 100.671791), (13.921071, 100.662822), (13.921352, 100.655376), (13.921727, 100.646374), (13.922175, 100.636032), (13.922352, 100.633864), (13.919468, 100.63233), (13.919447, 100.632137), (13.923529, 100.624938), (13.925247, 100.625904), (13.925966, 100.626333), (13.926549, 100.626483), (13.92759, 100.626397), (13.935629, 100.624895), (13.943772, 100.623436), (13.949332, 100.622406)]",93.0,209,มีนบุรี-แยกลำลูกกา,
